,State,Municipality,Crop,Active agricultural production units - Total,Active agricultural production units - With open agriculture,Cultivated area - Sown,Cultivated area - Harvested,Production,Water Modality - Temporary - Production unit,Water Modality - Temporary - Cultivated area - Sown,Water Modality - Temporary - Cultivated area - Harvested,Water Modality - Temporary - Production,Water Modality - Irrigation - Production unit,Water Modality - Irrigation - Cultivated area - Sown,Water Modality - Irrigation - Cultivated area - Harvested,Water Modality - Irrigation - Production
21160,17 MOR,033 Temoac,White corn,638,638,712.9385,702.4103,3914.9608,629,707.0406,696.5124,3884.4721,9,5.8979,5.8979,30.4887
21180,17 MOR,034 Coatetelco,Forage corn,15,15,28.51,24.78,410.5414,14,26.94,23.21,339.4047,1,1.57,1.57,71.1367
21181,17 MOR,034 Coatetelco,Yellow corn,72,72,119.37,94.067,492.7049,67,114.97,89.667,472.3849,5,4.4,4.4,20.32
21182,17 MOR,034 Coatetelco,White corn,966,966,1380.6701,1085.4979,3364.0144,870,1293.3038,1011.1463,3055.2484,139,87.3663,74.3516,308.766
21204,17 MOR,035 Xoxocotla,Forage corn,5,5,8.5,4.8,79.175,5,8.5,4.8,79.175,0,0,0,0
21205,17 MOR,035 Xoxocotla,Yellow corn,7,7,9.8214,7.6321,46.6281,5,6.7214,4.5321,28.6281,2,3.1,3.1,18
21206,17 MOR,035 Xoxocotla,White corn,487,487,802.8033,636.6063,2636.425,441,745.8883,581.8634,2353.2798,56,56.915,54.7429,283.1452
21231,17 MOR,036 Hueyapan,Yellow corn,8,8,3.68,3.68,6.615,8,3.68,3.68,6.615,0,0,0,0
21232,17 MOR,036 Hueyapan,White corn,385,385,174.5928,144.4461,173.5333,342,156.8894,128.0477,152.5533,43,17.7034,16.3984,20.98
21294,18 NAY,001 Acaponeta,Forage corn,131,131,364.0012,343.7685,7400.6744,103,288.0912,268.6085,5835.1809,28,75.91,75.16,1565.4935
21295,18 NAY,001 Acaponeta,Yellow corn,39,39,99.98,97.98,531.4889,28,60.91,59.91,280.7914,11,39.07,38.07,250.6975
21296,18 NAY,001 Acaponeta,White corn,940,940,2381.4733,2023.1499,5046.9574,820,2148.9453,1791.1527,3683.9464,122,232.528,231.9972,1363.011
21325,18 NAY,002 Ahuacatlán,Forage corn,371,371,1235.052,1220.8871,36428.4691,346,1172.1052,1159.4469,34882.2865,35,62.9468,61.4402,1546.1826
21326,18 NAY,002 Ahuacatlán,Yellow corn,29,29,152.3083,151.916,1092.8986,29,152.3083,151.916,1092.8986,0,0,0,0
21327,18 NAY,002 Ahuacatlán,White corn,375,375,1607.2978,1601.2358,8186.4567,350,1530.9283,1525.8663,7608.9623,31,76.3695,75.3695,577.4944
21348,18 NAY,003 Amatlán de Cañas,Forage corn,241,241,1015.9856,999.3034,29527.2639,214,932.9756,916.2934,27271.4349,33,83.01,83.01,2255.829
21349,18 NAY,003 Amatlán de Cañas,Yellow corn,91,91,785.9423,785.186,5439.5545,84,681.9423,681.186,4655.7795,7,104,104,783.775
21350,18 NAY,003 Amatlán de Cañas,White corn,390,390,1742.2563,1733.8745,9332.3108,301,1519.8159,1511.4341,7633.441,102,222.4404,222.4404,1698.8698
21378,18 NAY,004 Compostela,Forage corn,345,345,1278.613,1203.3313,32392.0039,253,924.2165,896.5032,25198.6875,94,354.3965,306.8281,7193.3164
21379,18 NAY,004 Compostela,Yellow corn,313,313,862.3923,839.3618,4768.471,234,643.6184,622.2928,3295.6964,80,218.7739,217.069,1472.7746
21380,18 NAY,004 Compostela,White corn,685,685,3845.6158,3811.5179,22198.4396,480,2888.7549,2856.1196,15196.3737,210,956.8609,955.3983,7002.0659
21410,18 NAY,005 Huajicori,Forage corn,90,90,218.0073,214.7573,2894.1383,86,199.2873,196.0373,2540.3363,5,18.72,18.72,353.802
21411,18 NAY,005 Huajicori,Yellow corn,84,84,153.2877,145.7877,495.0769,82,145.2877,137.7877,440.2769,2,8,8,54.8
21412,18 NAY,005 Huajicori,White corn,1277,1277,2539.597,2453.4743,3207.6889,1264,2517.8275,2431.7048,3130.2964,16,21.7695,21.7695,77.3925
21442,18 NAY,006 Ixtlán del Río,Forage corn,215,215,1053.4752,1051.8867,31226.4664,205,978.1049,976.5164,29282.5543,14,75.3703,75.3703,1943.9121
21443,18 NAY,006 Ixtlán del Río,Yellow corn,24,24,437.33,437.33,3100.4859,23,436.83,436.83,3097.3453,1,0.5,0.5,3.1406
21444,18 NAY,006 Ixtlán del Río,White corn,313,313,1141.9716,1132.5044,5467.8024,283,1027.2985,1017.8313,4585.5684,34,114.6731,114.6731,882.234
21467,18 NAY,007 Jala,Forage corn,323,323,804.4483,796.4247,20861.4599,320,794.6192,789.8719,20744.0465,3,9.8291,6.5528,117.4134
21468,18 NAY,007 Jala,Yellow corn,217,217,302.668,239.922,831.0612,217,302.668,239.922,831.0612,0,0,0,0
21469,18 NAY,007 Jala,White corn,1710,1710,2164.4178,1943.0272,6147.6086,1695,2141.3832,1920.1016,5981.172,22,23.0346,22.9256,166.4366
21497,18 NAY,008 Xalisco,Forage corn,67,67,215.808,208.808,4883.0722,63,207.308,200.308,4728.6472,4,8.5,8.5,154.425
21498,18 NAY,008 Xalisco,Yellow corn,5,5,13.6833,13.6833,55.084,5,13.6833,13.6833,55.084,0,0,0,0
21499,18 NAY,008 Xalisco,White corn,77,77,152.9339,150.9339,501.8224,75,148.4339,146.4339,468.8224,2,4.5,4.5,33
21521,18 NAY,009 Del Nayar,Forage corn,86,86,208.35,201.3,2119.27,86,208.35,201.3,2119.27,0,0,0,0
21522,18 NAY,009 Del Nayar,Yellow corn,210,210,283.0456,278.5456,516.908,210,283.0456,278.5456,516.908,0,0,0,0
21523,18 NAY,009 Del Nayar,White corn,5028,5028,8774.7376,8648.4423,7795.6341,5016,8766.5176,8642.2223,7791.2841,12,8.22,6.22,4.35
21552,18 NAY,010 Rosamorada,Forage corn,189,189,611.1283,513.2547,10633.7886,53,187.8671,140.4363,3054.4494,138,423.2612,372.8184,7579.3392
21553,18 NAY,010 Rosamorada,Yellow corn,77,77,311.17,263.2556,1596.3156,32,149.86,115.4607,546.6966,47,161.31,147.7949,1049.619
21554,18 NAY,010 Rosamorada,White corn,1293,1293,4711.4658,4329.8155,24474.1638,545,1617.0571,1345.8376,3545.8771,756,3094.4087,2983.9779,20928.2867
21582,18 NAY,011 Ruíz,Forage corn,49,49,158.0241,136.7773,2128.744,27,101.8365,89.0897,1031.2882,22,56.1876,47.6876,1097.4558
21583,18 NAY,011 Ruíz,Yellow corn,26,26,95.65,44.15,149.6125,21,85,33.5,79.685,6,10.65,10.65,69.9275
21584,18 NAY,011 Ruíz,White corn,353,353,929.3447,785.9142,1875.5642,305,777.7355,652.0042,930.0763,48,151.6092,133.91,945.4879
21614,18 NAY,012 San Blas,Forage corn,31,31,174.79,142.768,3651.1808,17,72.63,40.608,1044.7318,14,102.16,102.16,2606.449
21615,18 NAY,012 San Blas,Yellow corn,16,16,66.97,66.97,536.5105,7,15.19,15.19,74.255,9,51.78,51.78,462.2555
21616,18 NAY,012 San Blas,White corn,197,197,1219.2837,1214.4637,8375.7014,57,333.7618,333.2618,1498.8072,144,885.5219,881.2019,6876.8942
21643,18 NAY,013 San Pedro Lagunillas,Forage corn,276,276,1091.535,989.4878,29998.2133,252,1011.7285,920.1813,28265.2935,25,79.8065,69.3065,1732.9198
21644,18 NAY,013 San Pedro Lagunillas,Yellow corn,21,21,74.25,70.247,541.6729,21,74.25,70.247,541.6729,0,0,0,0
21645,18 NAY,013 San Pedro Lagunillas,White corn,348,348,2447.7262,2253.3909,12408.1503,341,2409.8941,2222.1913,12174.063,11,37.8321,31.1996,234.0873
21667,18 NAY,014 Santa María del Oro,Forage corn,600,600,1913.0173,1769.1332,54220.7747,580,1876.2748,1737.2607,53412.8068,22,36.7425,31.8725,807.9679
21668,18 NAY,014 Santa María del Oro,Yellow corn,58,58,214.66,197.3983,1181.5007,56,210.41,193.3983,1154.9507,4,4.25,4,26.55
21669,18 NAY,014 Santa María del Oro,White corn,485,485,1886.3038,1713.1823,8742.1253,454,1797.6662,1629.0447,8165.019,32,88.6376,84.1376,577.1063
21695,18 NAY,015 Santiago Ixcuintla,Forage corn,395,395,1058.2338,767.7929,13982.7913,206,562.2676,377.4076,5811.425,190,495.9662,390.3853,8171.3663
21696,18 NAY,015 Santiago Ixcuintla,Yellow corn,162,162,488.1676,356.1608,2050.3288,122,347.99,228.01,1109.8331,40,140.1776,128.1508,940.4957
21697,18 NAY,015 Santiago Ixcuintla,White corn,1246,1246,6993.1532,6562.0343,46885.514,426,1562.3564,1352.0535,5822.5215,825,5430.7968,5209.9808,41062.9925
21724,18 NAY,016 Tecuala,Forage corn,144,144,316.8369,295.7232,8529.9588,137,304.0369,282.9232,8205.4788,7,12.8,12.8,324.48
21725,18 NAY,016 Tecuala,Yellow corn,26,26,98.33,94.33,460.3641,26,98.33,94.33,460.3641,0,0,0,0
21726,18 NAY,016 Tecuala,White corn,131,131,346.4582,343.3828,1399.7766,116,289.2088,286.1334,967.9636,15,57.2494,57.2494,431.813
21751,18 NAY,017 Tepic,Forage corn,520,520,1508.6319,1399.8071,39939.8316,481,1440.8619,1334.4971,38292.1746,39,67.77,65.31,1647.657
21752,18 NAY,017 Tepic,Yellow corn,54,54,98.1647,84.3043,302.4737,51,95.6647,82.8043,301.0737,3,2.5,1.5,1.4
21753,18 NAY,017 Tepic,White corn,589,589,1598.5707,1500.5822,4779.475,570,1565.1419,1470.1534,4563.7577,19,33.4288,30.4288,215.7173
21781,18 NAY,018 Tuxpan,Forage corn,48,48,122.9357,106.9357,2968.2518,31,83.5232,79.0232,2295.8949,19,39.4125,27.9125,672.3569
21782,18 NAY,018 Tuxpan,Yellow corn,13,13,49.0018,35.6662,229.8235,7,13.1,11.1,61.545,6,35.9018,24.5662,168.2785
21783,18 NAY,018 Tuxpan,White corn,259,259,1254.4777,1235.4248,7784.3426,168,873.4727,865.3056,4894.7624,94,381.005,370.1192,2889.5802
21804,18 NAY,019 La Yesca,Forage corn,395,395,1928.2318,1892.2087,56826.9117,394,1921.2318,1885.2806,56681.9844,2,7,6.9281,144.9273
21805,18 NAY,019 La Yesca,Yellow corn,86,86,338.831,326.1829,2182.9169,86,338.831,326.1829,2182.9169,0,0,0,0
21806,18 NAY,019 La Yesca,White corn,624,624,1853.098,1820.2792,6763.7271,623,1852.398,1819.5792,6762.1771,2,0.7,0.7,1.55
21834,18 NAY,020 Bahía de Banderas,Forage corn,103,103,455.5173,395.5863,14055.4672,34,91.0073,81.9163,2032.0082,72,364.51,313.67,12023.459
21835,18 NAY,020 Bahía de Banderas,Yellow corn,94,94,354.57,341.07,2261.5939,23,52.35,45.35,211.5049,73,302.22,295.72,2050.089
21836,18 NAY,020 Bahía de Banderas,White corn,797,797,4526.7093,4501.1633,31995.83,190,764.0274,759.8587,3114.0863,628,3762.6819,3741.3046,28881.7437
21902,19 NLN,002 Agualeguas,Forage corn,*,*,43,40,120,*,43,40,120,*,0,0,0
21903,19 NLN,002 Agualeguas,White corn,*,*,0.5,0,0,*,0.5,0,0,*,0,0,0
21911,19 NLN,003 Los Aldamas,Forage corn,*,*,2,2,44.14,*,2,2,44.14,*,0,0,0
21921,19 NLN,004 Allende,White corn,*,*,10.5,1.5,2,*,10.5,1.5,2,*,0,0,0
21935,19 NLN,005 Anáhuac,Forage corn,4,4,23,12,375.96,2,2,0,0,2,21,12,375.96
21936,19 NLN,005 Anáhuac,White corn,3,3,74.6,69.8431,327.5641,1,1,0,0,2,73.6,69.8431,327.5641
21960,19 NLN,007 Aramberri,Forage corn,25,25,62.941,45.151,411.0439,9,46.526,29.936,222.4525,17,16.415,15.215,188.5914
21961,19 NLN,007 Aramberri,Yellow corn,17,17,38.69,37.14,76.926,9,24.94,24.39,56.036,8,13.75,12.75,20.89
21962,19 NLN,007 Aramberri,White corn,1530,1530,4689.564,3084.1032,2889.048,991,3508.1659,1986.6135,752.0476,609,1181.3981,1097.4897,2137.0004
21983,19 NLN,008 Bustamante,Forage corn,*,*,8,8,126.32,*,0,0,0,*,8,8,126.32
21984,19 NLN,008 Bustamante,White corn,3,3,12,2.5,2.5,3,12,2.5,2.5,0,0,0,0
22002,19 NLN,009 Cadereyta Jiménez,Forage corn,14,14,412.95,398.95,8577.4435,10,400.25,386.25,8194.9175,4,12.7,12.7,382.526
22003,19 NLN,009 Cadereyta Jiménez,Yellow corn,*,*,9.51,9.5,2,*,9.5,9.5,2,*,0.01,0,0
22004,19 NLN,009 Cadereyta Jiménez,White corn,111,111,620.0848,597.6946,1158.8503,86,487.1252,466.1252,642.7634,27,132.9596,131.5694,516.0869
22033,19 NLN,011 Cerralvo,Forage corn,3,3,77,27,630.6,1,50,0,0,2,27,27,630.6
22034,19 NLN,011 Cerralvo,White corn,6,6,71.1238,67.4933,316.5435,2,20.5575,19.5082,91.4934,5,50.5663,47.9851,225.0501
22047,19 NLN,012 Ciénega de Flores,Forage corn,4,4,8.75,8.75,52,3,7.75,7.75,4,1,1,1,48
22061,19 NLN,013 China,Forage corn,3,3,18,12,188.56,3,18,12,188.56,0,0,0,0
22062,19 NLN,013 China,Yellow corn,*,*,3,3,11.01,*,3,3,11.01,*,0,0,0
22063,19 NLN,013 China,White corn,4,4,59.22,49.4582,206.004,2,8.72,1,0.48,2,50.5,48.4582,205.524
22078,19 NLN,014 Doctor Arroyo,Forage corn,201,201,1686.1734,166.25,120.61,201,1686.1734,166.25,120.61,0,0,0,0
22079,19 NLN,014 Doctor Arroyo,Yellow corn,29,29,210.62,14,22.55,29,210.62,14,22.55,0,0,0,0
22080,19 NLN,014 Doctor Arroyo,White corn,5104,5104,32947.5486,3483.8811,1945.0489,5103,32942.5486,3478.8811,1942.0489,2,5,5,3
22109,19 NLN,016 Doctor González,Forage corn,3,3,55,55,64.07,1,1,1,22.07,2,54,54,42
22110,19 NLN,016 Doctor González,White corn,*,*,9.751,6.6457,3.1882,*,9.751,6.6457,3.1882,*,0,0,0
22128,19 NLN,017 Galeana,Forage corn,96,96,1045.53,743.3,19863.5,78,372.53,111.8,198.17,18,673,631.5,19665.33
22129,19 NLN,017 Galeana,Yellow corn,28,28,250.5385,199.3489,1237.659,15,88.52,40.52,9.8,13,162.0185,158.8289,1227.859
22130,19 NLN,017 Galeana,White corn,2565,2565,14453.8578,4543.0024,10161.6975,2327,12301.3661,2771.7208,2499.9096,246,2152.4917,1771.2816,7661.7879
22149,19 NLN,018 García,Forage corn,*,*,0.05,0.05,1,*,0.05,0.05,1,*,0,0,0
22150,19 NLN,018 García,Yellow corn,*,*,4,4,16.48,*,0,0,0,*,4,4,16.48
22151,19 NLN,018 García,White corn,*,*,19,19,10.38,*,17,17,1,*,2,2,9.38
22167,19 NLN,020 General Bravo,White corn,*,*,10,9.4895,44.5058,*,0,0,0,*,10,9.4895,44.5058
22178,19 NLN,021 General Escobedo,Forage corn,*,*,0.3,0,0,*,0.3,0,0,*,0,0,0
22187,19 NLN,022 General Terán,White corn,7,7,61,47,62,5,49,47,62,2,12,0,0
22202,19 NLN,023 General Treviño,White corn,*,*,2,2,1,*,2,2,1,*,0,0,0
22216,19 NLN,024 General Zaragoza,Forage corn,13,13,24.66,18.66,1.256,11,19.16,18.66,1.256,2,5.5,0,0
22217,19 NLN,024 General Zaragoza,Yellow corn,56,56,147.87,130.82,60.6796,53,142.87,128.82,60.3496,4,5,2,0.33
22218,19 NLN,024 General Zaragoza,White corn,552,552,1802.5883,1365.6322,307.1042,454,1595.045,1211.4589,246.8401,103,207.5433,154.1733,60.2641
22237,19 NLN,025 General Zuazua,Forage corn,4,4,16,11,52.07,2,3,1,22.07,2,13,10,30
22238,19 NLN,025 General Zuazua,Yellow corn,*,*,1,1,0.5,*,1,1,0.5,*,0,0,0
22239,19 NLN,025 General Zuazua,White corn,*,*,3,3,1,*,0,0,0,*,3,3,1
22255,19 NLN,027 Los Herreras,Forage corn,*,*,1,1,22.07,*,1,1,22.07,*,0,0,0
22256,19 NLN,027 Los Herreras,White corn,5,5,16,6,2.12,5,16,6,2.12,0,0,0,0
22267,19 NLN,028 Higueras,White corn,*,*,2,2,5,*,0,0,0,*,2,2,5
22278,19 NLN,029 Hualahuises,Forage corn,*,*,3.2525,3.2525,66.81,*,3.2525,3.2525,66.81,*,0,0,0
22279,19 NLN,029 Hualahuises,Yellow corn,*,*,0.1,0.1,0.05,*,0.1,0.1,0.05,*,0,0,0
22280,19 NLN,029 Hualahuises,White corn,29,29,75.05,38.55,35.4,26,66.05,33.55,32.4,3,9,5,3
22295,19 NLN,030 Iturbide,Forage corn,*,*,0.25,0.25,0.2,*,0.25,0.25,0.2,*,0,0,0
22296,19 NLN,030 Iturbide,Yellow corn,45,45,90.025,70.575,122.9035,45,90.025,70.575,122.9035,0,0,0,0
22297,19 NLN,030 Iturbide,White corn,227,227,454.2464,361.9684,161.2024,224,452.7464,360.4684,160.4524,3,1.5,1.5,0.75
22308,19 NLN,031 Juárez,Forage corn,*,*,1.5,1.5,1,*,1.5,1.5,1,*,0,0,0
22319,19 NLN,032 Lampazos de Naranjo,Yellow corn,*,*,15.82,15.82,24.6,*,5,5,3,*,10.82,10.82,21.6
22320,19 NLN,032 Lampazos de Naranjo,White corn,*,*,6,6,6,*,5,5,5,*,1,1,1
22334,19 NLN,033 Linares,Forage corn,10,10,31.24,6,73.27,8,28.74,5,73.07,2,2.5,1,0.2
22335,19 NLN,033 Linares,Yellow corn,26,26,66.69,38.94,76.211,20,37.89,30.14,48.755,6,28.8,8.8,27.456
22336,19 NLN,033 Linares,White corn,449,449,1508.0742,746.3607,707.3018,380,1351.2842,652.8407,498.5055,72,156.79,93.52,208.7963
22353,19 NLN,034 Marín,White corn,*,*,23.3275,15.891,7.6276,*,23.3275,15.891,7.6276,*,0,0,0
22371,19 NLN,036 Mier y Noriega,Forage corn,17,17,71.5,9.5,11.15,17,71.5,9.5,11.15,0,0,0,0
22372,19 NLN,036 Mier y Noriega,Yellow corn,5,5,26,9.5,4.5,5,26,9.5,4.5,0,0,0,0
22373,19 NLN,036 Mier y Noriega,White corn,1165,1165,6500.13,694.1549,252.1431,1164,6499.13,694.1549,252.1431,1,1,0,0
22382,19 NLN,037 Mina,Forage corn,11,11,38.5,1,2,11,38.5,1,2,0,0,0,0
22383,19 NLN,037 Mina,Yellow corn,18,18,63,15,6.5,18,63,15,6.5,0,0,0,0
22384,19 NLN,037 Mina,White corn,58,58,155.64,83.9468,43.7746,58,155.64,83.9468,43.7746,0,0,0,0
22399,19 NLN,038 Montemorelos,Forage corn,3,3,21.5,16.5,512.315,2,5.5,0.5,11.035,1,16,16,501.28
22400,19 NLN,038 Montemorelos,White corn,41,41,149.135,106.4816,410.8053,20,58.29,19.48,10.32,21,90.845,87.0016,400.4853
22429,19 NLN,041 Pesquería,Forage corn,15,15,191.5,191.5,5096.11,2,1.5,1.5,11.635,13,190,190,5084.475
22430,19 NLN,041 Pesquería,Yellow corn,5,5,67.5,67.5,278.1,0,0,0,0,5,67.5,67.5,278.1
22431,19 NLN,041 Pesquería,White corn,4,4,28.7,6.3797,29.9207,1,10,0,0,3,18.7,6.3797,29.9207
22445,19 NLN,042 Los Ramones,Forage corn,*,*,16,6,187.98,*,10,0,0,*,6,6,187.98
22446,19 NLN,042 Los Ramones,Yellow corn,5,5,103.75,103.75,430.6325,1,0.75,0.75,2.7525,4,103,103,427.88
22447,19 NLN,042 Los Ramones,White corn,44,44,393.1725,310.559,1154.2845,14,89.2095,52.2095,26.7505,31,303.963,258.3495,1127.534
22461,19 NLN,043 Rayones,Forage corn,*,*,7.18,0.75,1,*,6.43,0,0,*,0.75,0.75,1
22462,19 NLN,043 Rayones,White corn,8,8,12.22,1.5,1,5,7.72,0,0,3,4.5,1.5,1
22474,19 NLN,044 Sabinas Hidalgo,Forage corn,*,*,8.5,8.5,64,*,4.5,4.5,4,*,4,4,60
22487,19 NLN,045 Salinas Victoria,Forage corn,*,*,0.48,0.35,6.721,*,0.48,0.35,6.721,*,0,0,0
22488,19 NLN,045 Salinas Victoria,White corn,4,4,7,6,13.2,4,7,6,13.2,0,0,0,0
22515,19 NLN,048 Santa Catarina,White corn,8,8,7.17,6.15,3.55,6,4.92,3.99,1.39,2,2.25,2.16,2.16
22527,19 NLN,049 Santiago,White corn,9,9,12.555,7.55,6.95,6,8.505,3.5,6.3,3,4.05,4.05,0.65
22545,19 NLN,050 Vallecillo,Forage corn,*,*,15,15,469.95,*,0,0,0,*,15,15,469.95
22546,19 NLN,050 Vallecillo,White corn,*,*,0.5,0,0,*,0,0,0,*,0.5,0,0
22559,19 NLN,051 Villaldama,Forage corn,*,*,6,1,0.1,*,6,1,0.1,*,0,0,0
22560,19 NLN,051 Villaldama,Yellow corn,4,4,10,9,16.98,2,6,5,0.5,2,4,4,16.48
22561,19 NLN,051 Villaldama,White corn,*,*,6.5,6.5,15.67,*,3,3,1,*,3.5,3.5,14.67
22620,20 OAX,001 Abejones,Yellow corn,5,5,4.5,0,0,5,4.5,0,0,0,0,0,0
22621,20 OAX,001 Abejones,White corn,122,122,120.149,3.509,0.9087,122,120.149,3.509,0.9087,0,0,0,0
22632,20 OAX,002 Acatlán de Pérez Figueroa,Forage corn,10,10,14.85,14.85,140.6945,8,14.1,14.1,127.057,2,0.75,0.75,13.6375
22633,20 OAX,002 Acatlán de Pérez Figueroa,Yellow corn,56,56,54.8516,53.6864,142.6033,54,54.2016,53.0364,138.5473,2,0.65,0.65,4.056
22634,20 OAX,002 Acatlán de Pérez Figueroa,White corn,1059,1059,1027.5363,995.1132,1170.2136,1032,1000.9298,968.5067,1096.5025,29,26.6065,26.6065,73.7111
22656,20 OAX,003 Asunción Cacalotepec,Forage corn,*,*,1,1,0.35,*,1,1,0.35,*,0,0,0
22657,20 OAX,003 Asunción Cacalotepec,Yellow corn,10,10,6.545,3.385,3.88,10,6.545,3.385,3.88,0,0,0,0
22658,20 OAX,003 Asunción Cacalotepec,White corn,150,150,100.26,94.6209,81.7435,150,100.26,94.6209,81.7435,0,0,0,0
22671,20 OAX,004 Asunción Cuyotepeji,Yellow corn,*,*,2,2,7.34,*,2,2,7.34,*,0,0,0
22672,20 OAX,004 Asunción Cuyotepeji,White corn,128,128,106.915,95.865,219.4099,111,95.255,84.205,181.044,17,11.66,11.66,38.3659
22686,20 OAX,005 Asunción Ixtaltepec,Forage corn,3,3,8.52,8.52,146.8964,3,8.52,8.52,146.8964,0,0,0,0
22687,20 OAX,005 Asunción Ixtaltepec,Yellow corn,22,22,105.925,98.3326,567.9683,13,67.98,61.4588,225.5537,9,37.945,36.8738,342.4146
22688,20 OAX,005 Asunción Ixtaltepec,White corn,1009,1009,2544.3388,2152.2288,3158.0042,920,2220.099,1852.3899,2497.0117,91,324.2398,299.8389,660.9925
22718,20 OAX,006 Asunción Nochixtlán,Forage corn,5,5,6.88,6.88,209.219,4,1.88,1.88,16.469,1,5,5,192.75
22719,20 OAX,006 Asunción Nochixtlán,Yellow corn,46,46,67.97,56.46,133.346,46,67.97,56.46,133.346,0,0,0,0
22720,20 OAX,006 Asunción Nochixtlán,White corn,622,622,872.1364,506.9755,317.1886,618,868.2014,503.0405,312.2386,7,3.935,3.935,4.95
22742,20 OAX,007 Asunción Ocotlán,Forage corn,*,*,0.5,0.5,0.4,*,0.5,0.5,0.4,*,0,0,0
22743,20 OAX,007 Asunción Ocotlán,Yellow corn,*,*,1.0365,1.0365,0.73,*,1.0365,1.0365,0.73,*,0,0,0
22744,20 OAX,007 Asunción Ocotlán,White corn,125,125,66.5349,50.025,59.2536,124,66.0349,49.525,58.2536,1,0.5,0.5,1
22754,20 OAX,008 Asunción Tlacolulita,White corn,111,111,146.36,139.11,79.5537,92,128.29,121.04,63.3437,21,18.07,18.07,16.21
22771,20 OAX,009 Ayotzintepec,Yellow corn,9,9,17.05,17.05,15,9,17.05,17.05,15,0,0,0,0
22772,20 OAX,009 Ayotzintepec,White corn,690,690,1641.2197,1630.3574,4313.3962,690,1641.2197,1630.3574,4313.3962,0,0,0,0
22787,20 OAX,010 El Barrio de la Soledad,Forage corn,4,4,12.5,11,266.21,3,11.5,11,266.21,1,1,0,0
22788,20 OAX,010 El Barrio de la Soledad,Yellow corn,*,*,1.5,0.75,0.224,*,1.5,0.75,0.224,*,0,0,0
22789,20 OAX,010 El Barrio de la Soledad,White corn,292,292,491.5005,386.5095,435.9883,287,484.2505,383.5095,424.7783,5,7.25,3,11.21
22814,20 OAX,011 Calihualá,Yellow corn,10,10,25.135,22.135,59.3739,9,24.635,21.635,58.8039,1,0.5,0.5,0.57
22815,20 OAX,011 Calihualá,White corn,260,260,605.896,539.106,422.0158,255,560.672,494.132,330.6565,53,45.224,44.974,91.3593
22833,20 OAX,012 Candelaria Loxicha,Yellow corn,4,4,5,5,3.6,4,5,5,3.6,0,0,0,0
22834,20 OAX,012 Candelaria Loxicha,White corn,316,316,436.25,430.25,665,316,436.25,430.25,665,0,0,0,0
22851,20 OAX,013 Ciénega de Zimatlán,Forage corn,13,13,35.56,35.06,721.835,13,35.56,35.06,721.835,0,0,0,0
22852,20 OAX,013 Ciénega de Zimatlán,Yellow corn,11,11,14.455,12.055,37.2713,8,12.83,11.43,35.7975,3,1.625,0.625,1.4738
22853,20 OAX,013 Ciénega de Zimatlán,White corn,359,359,305.6737,286.4188,452.173,239,252.0109,233.006,248.9306,166,53.6628,53.4128,203.2424
22868,20 OAX,014 Ciudad Ixtepec,White corn,90,90,291.575,186.575,266.35,62,205.575,123.575,155.05,28,86,63,111.3
22884,20 OAX,015 Coatecas Altas,Forage corn,*,*,2,2,0.5,*,2,2,0.5,*,0,0,0
22885,20 OAX,015 Coatecas Altas,Yellow corn,8,8,9.5,8.5,14.7725,7,9.25,8.25,12.325,1,0.25,0.25,2.4475
22886,20 OAX,015 Coatecas Altas,White corn,1164,1164,1818.1556,1400.5265,784.7069,1138,1784.9056,1370.2873,761.3131,34,33.25,30.2392,23.3938
22903,20 OAX,016 Coicoyán de las Flores,Yellow corn,9,9,6.75,6.75,6.65,5,4.5,4.5,4.1,4,2.25,2.25,2.55
22904,20 OAX,016 Coicoyán de las Flores,White corn,760,760,840.943,819.938,545.3357,722,808.543,787.538,516.6117,50,32.4,32.4,28.724
22925,20 OAX,017 La Compañía,Forage corn,*,*,2,2,0.5,*,2,2,0.5,*,0,0,0
22926,20 OAX,017 La Compañía,Yellow corn,29,29,55.4,40.8,68.98,29,55.4,40.8,68.98,0,0,0,0
22927,20 OAX,017 La Compañía,White corn,624,624,1173.1728,988.3948,734.2049,601,1146.7628,961.9848,710.6049,32,26.41,26.41,23.6
22945,20 OAX,018 Concepción Buenavista,Forage corn,*,*,1,0,0,*,1,0,0,*,0,0,0
22946,20 OAX,018 Concepción Buenavista,White corn,97,97,180.8324,45.7044,56.2865,97,180.8324,45.7044,56.2865,0,0,0,0
22956,20 OAX,019 Concepción Pápalo,Forage corn,*,*,2,2,1,*,2,2,1,*,0,0,0
22957,20 OAX,019 Concepción Pápalo,Yellow corn,182,182,226.225,220.725,138.955,178,222.975,217.475,137.605,4,3.25,3.25,1.35
22958,20 OAX,019 Concepción Pápalo,White corn,461,461,554.54,533.2879,380.9664,361,456.055,436.0529,280.1164,121,98.485,97.235,100.85
22981,20 OAX,020 Constancia del Rosario,Yellow corn,69,69,48.305,45.505,130.7309,54,37.345,36.045,76.8389,15,10.96,9.46,53.892
22982,20 OAX,020 Constancia del Rosario,White corn,335,335,512.2673,505.4342,350.8451,253,413.269,410.769,178.8516,88,98.9983,94.6652,171.9935
23002,20 OAX,021 Cosolapa,Forage corn,*,*,1,1,2,*,1,1,2,*,0,0,0
23003,20 OAX,021 Cosolapa,Yellow corn,*,*,0.0628,0.0628,0.3,*,0.0628,0.0628,0.3,*,0,0,0
